serial,date,year,year_n,month,team,team_,status,home_score,away_score,home_result,away_result,result_desc,tournament,city,country,result,size,decade,random,home_team,home_team_,away_team,away_team_
75,09/12/1966,1966,6,12,Libya,Libya,home_team,2,2,0,0,draw,African Cup of Nations qualification,Tripoli,Libya,0,0,2,0.434182788,Libya,Libya,Egypt,Egypt
75,09/12/1966,1966,6,12,Egypt,Egypt,away_team,2,2,0,0,draw,African Cup of Nations qualification,Tripoli,Libya,0,0,2,0.005381701,Libya,Libya,Egypt,Egypt
76,07/03/1967,1967,7,3,Libya,Libya,home_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,2,0.881158925,Libya,Libya,Sudan,Sudan
76,07/03/1967,1967,7,3,Sudan,Sudan,away_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,2,0.982293285,Libya,Libya,Sudan,Sudan
77,10/03/1967,1967,7,3,Iraq,Iraq,home_team,2,2,0,0,draw,Friendly,Tripoli,Libya,0,0,2,0.007597541,Iraq,Iraq,Sudan,Sudan
77,10/03/1967,1967,7,3,Sudan,Sudan,away_team,2,2,0,0,draw,Friendly,Tripoli,Libya,0,0,2,0.951284464,Iraq,Iraq,Sudan,Sudan
78,12/03/1967,1967,7,3,Libya,Libya,home_team,0,1,-1,1,loser,Friendly,Tripoli,Libya,-1,1,2,0.406859729,Libya,Libya,Iraq,Iraq
78,12/03/1967,1967,7,3,Iraq,Iraq,away_team,0,1,-1,1,winner,Friendly,Tripoli,Libya,1,1,2,0.35829492,Libya,Libya,Iraq,Iraq
79,10/12/1967,1967,7,12,Saudi Arabia,Saudi_Arabia,home_team,4,0,4,-4,winner,Friendly,Riyadh,Saudi Arabia,4,4,2,0.462025785,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia
79,10/12/1967,1967,7,12,Tunisia,Tunisia,away_team,4,0,4,-4,loser,Friendly,Riyadh,Saudi Arabia,-4,4,2,0.109978155,Saudi Arabia,Saudi_Arabia,Tunisia,Tunisia
80,17/03/1968,1968,8,3,Morocco,Morocco,home_team,0,0,0,0,draw,Friendly,Casablanca,Morocco,0,0,2,0.253943095,Morocco,Morocco,Algeria,Algeria
80,17/03/1968,1968,8,3,Algeria,Algeria,away_team,0,0,0,0,draw,Friendly,Casablanca,Morocco,0,0,2,0.342892823,Morocco,Morocco,Algeria,Algeria
81,17/11/1968,1968,8,11,Algeria,Algeria,home_team,1,2,-1,1,loser,FIFA World Cup qualification,Algiers,Algeria,-1,1,2,0.500790968,Algeria,Algeria,Tunisia,Tunisia
81,17/11/1968,1968,8,11,Tunisia,Tunisia,away_team,1,2,-1,1,winner,FIFA World Cup qualification,Algiers,Algeria,1,1,2,0.296430429,Algeria,Algeria,Tunisia,Tunisia
82,29/12/1968,1968,8,12,Tunisia,Tunisia,home_team,0,0,0,0,draw,FIFA World Cup qualification,Tunis,Tunisia,0,0,2,0.478233141,Tunisia,Tunisia,Algeria,Algeria
82,29/12/1968,1968,8,12,Algeria,Algeria,away_team,0,0,0,0,draw,FIFA World Cup qualification,Tunis,Tunisia,0,0,2,0.242033436,Tunisia,Tunisia,Algeria,Algeria
83,09/03/1969,1969,9,3,Algeria,Algeria,home_team,2,0,2,-2,winner,African Cup of Nations qualification,Algiers,Algeria,2,2,2,0.644505925,Algeria,Algeria,Morocco,Morocco
83,09/03/1969,1969,9,3,Morocco,Morocco,away_team,2,0,2,-2,loser,African Cup of Nations qualification,Algiers,Algeria,-2,2,2,0.066703352,Algeria,Algeria,Morocco,Morocco
84,27/04/1969,1969,9,4,Tunisia,Tunisia,home_team,0,0,0,0,draw,FIFA World Cup qualification,Tunis,Tunisia,0,0,2,0.793219132,Tunisia,Tunisia,Morocco,Morocco
84,27/04/1969,1969,9,4,Morocco,Morocco,away_team,0,0,0,0,draw,FIFA World Cup qualification,Tunis,Tunisia,0,0,2,0.382039882,Tunisia,Tunisia,Morocco,Morocco
85,18/05/1969,1969,9,5,Morocco,Morocco,home_team,0,0,0,0,draw,FIFA World Cup qualification,Casablanca,Morocco,0,0,2,0.178190978,Morocco,Morocco,Tunisia,Tunisia
85,18/05/1969,1969,9,5,Tunisia,Tunisia,away_team,0,0,0,0,draw,FIFA World Cup qualification,Casablanca,Morocco,0,0,2,0.43518825,Morocco,Morocco,Tunisia,Tunisia
86,13/06/1969,1969,9,6,Tunisia,Tunisia,home_team,2,2,0,0,draw,FIFA World Cup qualification,Marseille,France,0,0,2,0.182513342,Tunisia,Tunisia,Morocco,Morocco
86,13/06/1969,1969,9,6,Morocco,Morocco,away_team,2,2,0,0,draw,FIFA World Cup qualification,Marseille,France,0,0,2,0.937083981,Tunisia,Tunisia,Morocco,Morocco
87,19/09/1969,1969,9,9,Egypt,Egypt,home_team,1,0,1,-1,winner,African Cup of Nations qualification,Cairo,Egypt,1,1,2,0.156546717,Egypt,Egypt,Algeria,Algeria
87,19/09/1969,1969,9,9,Algeria,Algeria,away_team,1,0,1,-1,loser,African Cup of Nations qualification,Cairo,Egypt,-1,1,2,0.226932958,Egypt,Egypt,Algeria,Algeria
88,28/09/1969,1969,9,9,Algeria,Algeria,home_team,1,1,0,0,draw,African Cup of Nations qualification,Algiers,Algeria,0,0,2,0.307446422,Algeria,Algeria,Egypt,Egypt
88,28/09/1969,1969,9,9,Egypt,Egypt,away_team,1,1,0,0,draw,African Cup of Nations qualification,Algiers,Algeria,0,0,2,0.044093315,Algeria,Algeria,Egypt,Egypt
89,10/10/1969,1969,9,10,Sudan,Sudan,home_team,0,0,0,0,draw,FIFA World Cup qualification,Khartoum,Sudan,0,0,2,0.759987449,Sudan,Sudan,Morocco,Morocco
89,10/10/1969,1969,9,10,Morocco,Morocco,away_team,0,0,0,0,draw,FIFA World Cup qualification,Khartoum,Sudan,0,0,2,0.19881198,Sudan,Sudan,Morocco,Morocco
90,15/10/1969,1969,9,10,Tunisia,Tunisia,home_team,1,1,0,0,draw,Friendly,Tunis,Tunisia,0,0,2,0.75743485,Tunisia,Tunisia,Palestine,Palestine
90,15/10/1969,1969,9,10,Palestine,Palestine,away_team,1,1,0,0,draw,Friendly,Tunis,Tunisia,0,0,2,0.376301882,Tunisia,Tunisia,Palestine,Palestine
91,23/10/1969,1969,9,10,Algeria,Algeria,home_team,2,0,2,-2,winner,Friendly,Algiers,Algeria,2,2,2,0.517729793,Algeria,Algeria,Palestine,Palestine
91,23/10/1969,1969,9,10,Palestine,Palestine,away_team,2,0,2,-2,loser,Friendly,Algiers,Algeria,-2,2,2,0.680379246,Algeria,Algeria,Palestine,Palestine
92,26/10/1969,1969,9,10,Morocco,Morocco,home_team,3,0,3,-3,winner,FIFA World Cup qualification,Casablanca,Morocco,3,3,2,0.562619361,Morocco,Morocco,Sudan,Sudan
92,26/10/1969,1969,9,10,Sudan,Sudan,away_team,3,0,3,-3,loser,FIFA World Cup qualification,Casablanca,Morocco,-3,3,2,0.615616054,Morocco,Morocco,Sudan,Sudan
93,30/10/1969,1969,9,10,Algeria,Algeria,home_team,1,0,1,-1,winner,Friendly,Algiers,Algeria,1,1,2,0.904552519,Algeria,Algeria,Morocco,Morocco
93,30/10/1969,1969,9,10,Morocco,Morocco,away_team,1,0,1,-1,loser,Friendly,Algiers,Algeria,-1,1,2,0.338647622,Algeria,Algeria,Morocco,Morocco
94,02/11/1969,1969,9,11,Egypt,Egypt,home_team,3,1,2,-2,winner,Friendly,Cairo,Egypt,2,2,2,0.618636087,Egypt,Egypt,Sudan,Sudan
94,02/11/1969,1969,9,11,Sudan,Sudan,away_team,3,1,2,-2,loser,Friendly,Cairo,Egypt,-2,2,2,0.609746718,Egypt,Egypt,Sudan,Sudan
95,14/02/1970,1970,0,2,Sudan,Sudan,home_team,2,1,1,-1,winner,African Cup of Nations,Khartoum,Sudan,1,1,3,0.963152496,Sudan,Sudan,Egypt,Egypt
95,14/02/1970,1970,0,2,Egypt,Egypt,away_team,2,1,1,-1,loser,African Cup of Nations,Khartoum,Sudan,-1,1,3,0.376211977,Sudan,Sudan,Egypt,Egypt
96,27/03/1970,1970,0,3,Bahrain,Bahrain,home_team,2,1,1,-1,winner,Gulf Cup,Isa Town,Bahrain,1,1,3,0.474209072,Bahrain,Bahrain,Qatar,Qatar
96,27/03/1970,1970,0,3,Qatar,Qatar,away_team,2,1,1,-1,loser,Gulf Cup,Isa Town,Bahrain,-1,1,3,0.30506105,Bahrain,Bahrain,Qatar,Qatar
97,28/03/1970,1970,0,3,Saudi Arabia,Saudi_Arabia,home_team,1,3,-2,2,loser,Gulf Cup,Isa Town,Bahrain,-2,2,3,0.580977756,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
97,28/03/1970,1970,0,3,Kuwait,Kuwait,away_team,1,3,-2,2,winner,Gulf Cup,Isa Town,Bahrain,2,2,3,0.965878435,Saudi Arabia,Saudi_Arabia,Kuwait,Kuwait
98,30/03/1970,1970,0,3,Bahrain,Bahrain,home_team,0,0,0,0,draw,Gulf Cup,Isa Town,Bahrain,0,0,3,0.864168319,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
98,30/03/1970,1970,0,3,Saudi Arabia,Saudi_Arabia,away_team,0,0,0,0,draw,Gulf Cup,Isa Town,Bahrain,0,0,3,0.757488119,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia
99,31/03/1970,1970,0,3,Kuwait,Kuwait,home_team,4,2,2,-2,winner,Gulf Cup,Isa Town,Bahrain,2,2,3,0.312379086,Kuwait,Kuwait,Qatar,Qatar
99,31/03/1970,1970,0,3,Qatar,Qatar,away_team,4,2,2,-2,loser,Gulf Cup,Isa Town,Bahrain,-2,2,3,0.463474024,Kuwait,Kuwait,Qatar,Qatar
100,02/04/1970,1970,0,4,Saudi Arabia,Saudi_Arabia,home_team,1,1,0,0,draw,Gulf Cup,Isa Town,Bahrain,0,0,3,0.642101359,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
100,02/04/1970,1970,0,4,Qatar,Qatar,away_team,1,1,0,0,draw,Gulf Cup,Isa Town,Bahrain,0,0,3,0.847830486,Saudi Arabia,Saudi_Arabia,Qatar,Qatar
101,03/04/1970,1970,0,4,Bahrain,Bahrain,home_team,1,3,-2,2,loser,Gulf Cup,Isa Town,Bahrain,-2,2,3,0.89633012,Bahrain,Bahrain,Kuwait,Kuwait
101,03/04/1970,1970,0,4,Kuwait,Kuwait,away_team,1,3,-2,2,winner,Gulf Cup,Isa Town,Bahrain,2,2,3,0.251611759,Bahrain,Bahrain,Kuwait,Kuwait
102,01/09/1970,1970,0,9,Libya,Libya,home_team,2,2,0,0,draw,Friendly,Benghazi,Libya,0,0,3,0.743012938,Libya,Libya,Tunisia,Tunisia
102,01/09/1970,1970,0,9,Tunisia,Tunisia,away_team,2,2,0,0,draw,Friendly,Benghazi,Libya,0,0,3,0.389358369,Libya,Libya,Tunisia,Tunisia
103,04/09/1970,1970,0,9,Libya,Libya,home_team,3,2,1,-1,winner,Friendly,Tripoli,Libya,1,1,3,0.298790257,Libya,Libya,Tunisia,Tunisia
103,04/09/1970,1970,0,9,Tunisia,Tunisia,away_team,3,2,1,-1,loser,Friendly,Tripoli,Libya,-1,1,3,0.051024676,Libya,Libya,Tunisia,Tunisia
104,24/09/1970,1970,0,9,Tunisia,Tunisia,home_team,2,0,2,-2,winner,Friendly,Tunis,Tunisia,2,2,3,0.277662826,Tunisia,Tunisia,Libya,Libya
104,24/09/1970,1970,0,9,Libya,Libya,away_team,2,0,2,-2,loser,Friendly,Tunis,Tunisia,-2,2,3,0.693336099,Tunisia,Tunisia,Libya,Libya
105,10/12/1970,1970,0,12,Algeria,Algeria,home_team,3,1,2,-2,winner,African Cup of Nations qualification,Algiers,Algeria,2,2,3,0.486972122,Algeria,Algeria,Morocco,Morocco
105,10/12/1970,1970,0,12,Morocco,Morocco,away_team,3,1,2,-2,loser,African Cup of Nations qualification,Algiers,Algeria,-2,2,3,0.524406211,Algeria,Algeria,Morocco,Morocco
106,27/12/1970,1970,0,12,Libya,Libya,home_team,0,1,-1,1,loser,African Cup of Nations qualification,Tripoli,Libya,-1,1,3,0.022797807,Libya,Libya,Egypt,Egypt
106,27/12/1970,1970,0,12,Egypt,Egypt,away_team,0,1,-1,1,winner,African Cup of Nations qualification,Tripoli,Libya,1,1,3,0.681766769,Libya,Libya,Egypt,Egypt
107,27/12/1970,1970,0,12,Morocco,Morocco,home_team,3,0,3,-3,winner,African Cup of Nations qualification,Casablanca,Morocco,3,3,3,0.267649956,Morocco,Morocco,Algeria,Algeria
107,27/12/1970,1970,0,12,Algeria,Algeria,away_team,3,0,3,-3,loser,African Cup of Nations qualification,Casablanca,Morocco,-3,3,3,0.929608299,Morocco,Morocco,Algeria,Algeria
108,03/01/1971,1971,1,1,Egypt,Egypt,home_team,2,1,1,-1,winner,African Cup of Nations qualification,Cairo,Egypt,1,1,3,0.783531957,Egypt,Egypt,Libya,Libya
108,03/01/1971,1971,1,1,Libya,Libya,away_team,2,1,1,-1,loser,African Cup of Nations qualification,Cairo,Egypt,-1,1,3,0.094077833,Egypt,Egypt,Libya,Libya
109,28/01/1971,1971,1,1,Kuwait,Kuwait,home_team,0,2,-2,2,loser,Friendly,Kuwait City,Kuwait,-2,2,3,0.336232165,Kuwait,Kuwait,Iraq,Iraq
109,28/01/1971,1971,1,1,Iraq,Iraq,away_team,0,2,-2,2,winner,Friendly,Kuwait City,Kuwait,2,2,3,0.241202026,Kuwait,Kuwait,Iraq,Iraq
110,09/07/1971,1971,1,7,Libya,Libya,home_team,2,1,1,-1,winner,Friendly,Benghazi,Libya,1,1,3,0.158868842,Libya,Libya,Syria,Syria
110,09/07/1971,1971,1,7,Syria,Syria,away_team,2,1,1,-1,loser,Friendly,Benghazi,Libya,-1,1,3,0.146810724,Libya,Libya,Syria,Syria
111,11/07/1971,1971,1,7,Egypt,Egypt,home_team,1,0,1,-1,winner,Friendly,Benghazi,Libya,1,1,3,0.077278189,Egypt,Egypt,Syria,Syria
111,11/07/1971,1971,1,7,Syria,Syria,away_team,1,0,1,-1,loser,Friendly,Benghazi,Libya,-1,1,3,0.46918346,Egypt,Egypt,Syria,Syria
112,11/07/1971,1971,1,7,Sudan,Sudan,home_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,3,0.675873446,Sudan,Sudan,Palestine,Palestine
112,11/07/1971,1971,1,7,Palestine,Palestine,away_team,1,1,0,0,draw,Friendly,Tripoli,Libya,0,0,3,0.007556942,Sudan,Sudan,Palestine,Palestine
113,13/07/1971,1971,1,7,Libya,Libya,home_team,0,2,-2,2,loser,Friendly,Benghazi,Libya,-2,2,3,0.916725092,Libya,Libya,Egypt,Egypt
113,13/07/1971,1971,1,7,Egypt,Egypt,away_team,0,2,-2,2,winner,Friendly,Benghazi,Libya,2,2,3,0.950884402,Libya,Libya,Egypt,Egypt
114,16/07/1971,1971,1,7,Libya,Libya,home_team,4,6,-2,2,loser,Friendly,Benghazi,Libya,-2,2,3,0.240453497,Libya,Libya,Sudan,Sudan
114,16/07/1971,1971,1,7,Sudan,Sudan,away_team,4,6,-2,2,winner,Friendly,Benghazi,Libya,2,2,3,0.619938802,Libya,Libya,Sudan,Sudan
115,18/07/1971,1971,1,7,Libya,Libya,home_team,2,0,2,-2,winner,Friendly,Tripoli,Libya,2,2,3,0.805364738,Libya,Libya,Egypt,Egypt
115,18/07/1971,1971,1,7,Egypt,Egypt,away_team,2,0,2,-2,loser,Friendly,Tripoli,Libya,-2,2,3,0.639922057,Libya,Libya,Egypt,Egypt
116,19/11/1971,1971,1,11,Iraq,Iraq,home_team,3,1,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.41068624,Iraq,Iraq,Kuwait,Kuwait
116,19/11/1971,1971,1,11,Kuwait,Kuwait,away_team,3,1,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.564923142,Iraq,Iraq,Kuwait,Kuwait
117,24/11/1971,1971,1,11,Libya,Libya,home_team,0,0,0,0,draw,Friendly,Tripoli,Libya,0,0,3,0.010703922,Libya,Libya,Algeria,Algeria
117,24/11/1971,1971,1,11,Algeria,Algeria,away_team,0,0,0,0,draw,Friendly,Tripoli,Libya,0,0,3,0.94161767,Libya,Libya,Algeria,Algeria
118,10/12/1971,1971,1,12,Kuwait,Kuwait,home_team,1,1,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.997092577,Kuwait,Kuwait,Iraq,Iraq
118,10/12/1971,1971,1,12,Iraq,Iraq,away_team,1,1,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.009250736,Kuwait,Kuwait,Iraq,Iraq
119,11/12/1971,1971,1,12,Bahrain,Bahrain,home_team,3,0,3,-3,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,3,3,3,0.147654966,Bahrain,Bahrain,Lebanon,Lebanon
119,11/12/1971,1971,1,12,Lebanon,Lebanon,away_team,3,0,3,-3,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-3,3,3,0.545420963,Bahrain,Bahrain,Lebanon,Lebanon
120,11/12/1971,1971,1,12,Syria,Syria,home_team,0,0,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.869280883,Syria,Syria,Jordan,Jordan
120,11/12/1971,1971,1,12,Jordan,Jordan,away_team,0,0,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.041488195,Syria,Syria,Jordan,Jordan
121,13/12/1971,1971,1,12,Jordan,Jordan,home_team,3,2,1,-1,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,1,1,3,0.308075632,Jordan,Jordan,Bahrain,Bahrain
121,13/12/1971,1971,1,12,Bahrain,Bahrain,away_team,3,2,1,-1,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-1,1,3,0.107597218,Jordan,Jordan,Bahrain,Bahrain
122,14/12/1971,1971,1,12,Kuwait,Kuwait,home_team,1,0,1,-1,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,1,1,3,0.915696561,Kuwait,Kuwait,Lebanon,Lebanon
122,14/12/1971,1971,1,12,Lebanon,Lebanon,away_team,1,0,1,-1,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-1,1,3,0.824196379,Kuwait,Kuwait,Lebanon,Lebanon
123,15/12/1971,1971,1,12,Iraq,Iraq,home_team,1,0,1,-1,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,1,1,3,0.996755352,Iraq,Iraq,Bahrain,Bahrain
123,15/12/1971,1971,1,12,Bahrain,Bahrain,away_team,1,0,1,-1,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-1,1,3,0.545520252,Iraq,Iraq,Bahrain,Bahrain
124,17/12/1971,1971,1,12,Kuwait,Kuwait,home_team,2,2,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.495870849,Kuwait,Kuwait,Syria,Syria
124,17/12/1971,1971,1,12,Syria,Syria,away_team,2,2,0,0,draw,AFC Asian Cup qualification,Kuwait City,Kuwait,0,0,3,0.643519086,Kuwait,Kuwait,Syria,Syria
125,18/12/1971,1971,1,12,Iraq,Iraq,home_team,2,0,2,-2,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,2,2,3,0.468489552,Iraq,Iraq,Jordan,Jordan
125,18/12/1971,1971,1,12,Jordan,Jordan,away_team,2,0,2,-2,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-2,2,3,0.104792987,Iraq,Iraq,Jordan,Jordan
126,19/12/1971,1971,1,12,Lebanon,Lebanon,home_team,3,2,1,-1,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,1,1,3,0.752667304,Lebanon,Lebanon,Syria,Syria
126,19/12/1971,1971,1,12,Syria,Syria,away_team,3,2,1,-1,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-1,1,3,0.71187889,Lebanon,Lebanon,Syria,Syria
127,21/12/1971,1971,1,12,Kuwait,Kuwait,home_team,2,0,2,-2,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,2,2,3,0.493096883,Kuwait,Kuwait,Jordan,Jordan
127,21/12/1971,1971,1,12,Jordan,Jordan,away_team,2,0,2,-2,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-2,2,3,0.409469717,Kuwait,Kuwait,Jordan,Jordan
128,22/12/1971,1971,1,12,Iraq,Iraq,home_team,4,1,3,-3,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,3,3,3,0.075535865,Iraq,Iraq,Lebanon,Lebanon
128,22/12/1971,1971,1,12,Lebanon,Lebanon,away_team,4,1,3,-3,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-3,3,3,0.858355301,Iraq,Iraq,Lebanon,Lebanon
129,24/12/1971,1971,1,12,Kuwait,Kuwait,home_team,0,1,-1,1,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-1,1,3,0.340628204,Kuwait,Kuwait,Iraq,Iraq
129,24/12/1971,1971,1,12,Iraq,Iraq,away_team,0,1,-1,1,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,1,1,3,0.226418655,Kuwait,Kuwait,Iraq,Iraq
130,24/12/1971,1971,1,12,Lebanon,Lebanon,home_team,2,0,2,-2,winner,AFC Asian Cup qualification,Kuwait City,Kuwait,2,2,3,0.271627954,Lebanon,Lebanon,Jordan,Jordan
130,24/12/1971,1971,1,12,Jordan,Jordan,away_team,2,0,2,-2,loser,AFC Asian Cup qualification,Kuwait City,Kuwait,-2,2,3,0.014366366,Lebanon,Lebanon,Jordan,Jordan
131,01/01/1972,1972,2,1,Algeria,Algeria,home_team,2,0,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.400289206,Algeria,Algeria,Palestine,Palestine
131,01/01/1972,1972,2,1,Palestine,Palestine,away_team,2,0,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.337770267,Algeria,Algeria,Palestine,Palestine
132,01/01/1972,1972,2,1,Iraq,Iraq,home_team,0,0,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.294666314,Iraq,Iraq,Egypt,Egypt
132,01/01/1972,1972,2,1,Egypt,Egypt,away_team,0,0,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.893787123,Iraq,Iraq,Egypt,Egypt
133,01/01/1972,1972,2,1,Kuwait,Kuwait,home_team,3,2,1,-1,winner,Friendly,Baghdad,Iraq,1,1,3,0.191565859,Kuwait,Kuwait,Libya,Libya
133,01/01/1972,1972,2,1,Libya,Libya,away_team,3,2,1,-1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.494143379,Kuwait,Kuwait,Libya,Libya
134,01/01/1972,1972,2,1,Syria,Syria,home_team,1,0,1,-1,winner,Friendly,Baghdad,Iraq,1,1,3,0.225244981,Syria,Syria,Yemen,Yemen
134,01/01/1972,1972,2,1,Yemen,Yemen,away_team,1,0,1,-1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.415199477,Syria,Syria,Yemen,Yemen
135,04/01/1972,1972,2,1,Algeria,Algeria,home_team,3,0,3,-3,winner,Friendly,Baghdad,Iraq,3,3,3,0.118487785,Algeria,Algeria,Qatar,Qatar
135,04/01/1972,1972,2,1,Qatar,Qatar,away_team,3,0,3,-3,loser,Friendly,Baghdad,Iraq,-3,3,3,0.436367461,Algeria,Algeria,Qatar,Qatar
136,04/01/1972,1972,2,1,Palestine,Palestine,home_team,1,3,-2,2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.950458927,Palestine,Palestine,Syria,Syria
136,04/01/1972,1972,2,1,Syria,Syria,away_team,1,3,-2,2,winner,Friendly,Baghdad,Iraq,2,2,3,0.534609941,Palestine,Palestine,Syria,Syria
137,05/01/1972,1972,2,1,Egypt,Egypt,home_team,2,0,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.775578879,Egypt,Egypt,Kuwait,Kuwait
137,05/01/1972,1972,2,1,Kuwait,Kuwait,away_team,2,0,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.628961893,Egypt,Egypt,Kuwait,Kuwait
138,05/01/1972,1972,2,1,Iraq,Iraq,home_team,3,0,3,-3,winner,Friendly,Baghdad,Iraq,3,3,3,0.081415321,Iraq,Iraq,Libya,Libya
138,05/01/1972,1972,2,1,Libya,Libya,away_team,3,0,3,-3,loser,Friendly,Baghdad,Iraq,-3,3,3,0.763961113,Iraq,Iraq,Libya,Libya
139,06/01/1972,1972,2,1,Palestine,Palestine,home_team,1,2,-1,1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.59774022,Palestine,Palestine,Yemen,Yemen
139,06/01/1972,1972,2,1,Yemen,Yemen,away_team,1,2,-1,1,winner,Friendly,Baghdad,Iraq,1,1,3,0.558764165,Palestine,Palestine,Yemen,Yemen
140,06/01/1972,1972,2,1,Syria,Syria,home_team,3,2,1,-1,winner,Friendly,Baghdad,Iraq,1,1,3,0.234367908,Syria,Syria,Qatar,Qatar
140,06/01/1972,1972,2,1,Qatar,Qatar,away_team,3,2,1,-1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.939713584,Syria,Syria,Qatar,Qatar
141,07/01/1972,1972,2,1,Egypt,Egypt,home_team,1,1,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.900747527,Egypt,Egypt,Libya,Libya
141,07/01/1972,1972,2,1,Libya,Libya,away_team,1,1,0,0,draw,Friendly,Baghdad,Iraq,0,0,3,0.89387781,Egypt,Egypt,Libya,Libya
142,07/01/1972,1972,2,1,Iraq,Iraq,home_team,3,1,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.203837115,Iraq,Iraq,Kuwait,Kuwait
142,07/01/1972,1972,2,1,Kuwait,Kuwait,away_team,3,1,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.823713493,Iraq,Iraq,Kuwait,Kuwait
143,08/01/1972,1972,2,1,Algeria,Algeria,home_team,0,1,-1,1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.69914827,Algeria,Algeria,Syria,Syria
143,08/01/1972,1972,2,1,Syria,Syria,away_team,0,1,-1,1,winner,Friendly,Baghdad,Iraq,1,1,3,0.27629148,Algeria,Algeria,Syria,Syria
144,08/01/1972,1972,2,1,Qatar,Qatar,home_team,1,2,-1,1,loser,Friendly,Baghdad,Iraq,-1,1,3,0.313312502,Qatar,Qatar,Yemen,Yemen
144,08/01/1972,1972,2,1,Yemen,Yemen,away_team,1,2,-1,1,winner,Friendly,Baghdad,Iraq,1,1,3,0.221896958,Qatar,Qatar,Yemen,Yemen
145,10/01/1972,1972,2,1,Algeria,Algeria,home_team,4,1,3,-3,winner,Friendly,Baghdad,Iraq,3,3,3,0.614442188,Algeria,Algeria,Yemen,Yemen
145,10/01/1972,1972,2,1,Yemen,Yemen,away_team,4,1,3,-3,loser,Friendly,Baghdad,Iraq,-3,3,3,0.551291688,Algeria,Algeria,Yemen,Yemen
146,10/01/1972,1972,2,1,Palestine,Palestine,home_team,7,2,5,-5,winner,Friendly,Baghdad,Iraq,5,5,3,0.739796504,Palestine,Palestine,Qatar,Qatar
146,10/01/1972,1972,2,1,Qatar,Qatar,away_team,7,2,5,-5,loser,Friendly,Baghdad,Iraq,-5,5,3,0.236980477,Palestine,Palestine,Qatar,Qatar
147,12/01/1972,1972,2,1,Iraq,Iraq,home_team,3,1,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.917216915,Iraq,Iraq,Algeria,Algeria
147,12/01/1972,1972,2,1,Algeria,Algeria,away_team,3,1,2,-2,loser,Friendly,Baghdad,Iraq,-2,2,3,0.1324447,Iraq,Iraq,Algeria,Algeria
148,13/01/1972,1972,2,1,Algeria,Algeria,home_team,3,1,2,-2,winner,Friendly,Baghdad,Iraq,2,2,3,0.493764682,Algeria,Algeria,Syria,Syria
