date,day,home_team,home_team_,away_team,away_team_,home_score,away_score,tournament,city,country,year,year_n,month,home_result,away_result,result,total_goals,home_result_desc,away_result_desc,serial,decade,home_group,away_group,home_random,away_random
13/01/1972,13,Algeria,Algeria,Syria,Syria,3,1,Friendly,Baghdad,Iraq,1972,2,1,2,-2,2,4,winner,loser,148,3,1,0,0.49376468,0.181705042
27/02/1972,27,Morocco,Morocco,Sudan,Sudan,1,1,African Cup of Nations,Douala,Cameroon,1972,2,2,0,0,0,2,draw,draw,149,3,0,1,0.30231527,0.139277638
21/03/1974,21,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,1,4,Gulf Cup,Kuwait City,Kuwait,1974,4,3,-3,3,3,5,loser,winner,201,3,0,0,0.403139,0.841648603
26/03/1974,26,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,1,3,Gulf Cup,Kuwait City,Kuwait,1974,4,3,-2,2,2,4,loser,winner,206,3,1,0,0.37176324,0.456270047
18/03/1972,18,Bahrain,Bahrain,Kuwait,Kuwait,0,2,Gulf Cup,Riyadh,Saudi Arabia,1972,2,3,-2,2,2,2,loser,winner,152,3,0,0,0.84863229,0.147249867
24/03/1972,24,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,4,0,Gulf Cup,Riyadh,Saudi Arabia,1972,2,3,4,-4,4,4,winner,loser,156,3,0,1,0.37855676,0.802403023
21/03/1972,21,Bahrain,Bahrain,Qatar,Qatar,6,2,Gulf Cup,Riyadh,Saudi Arabia,1972,2,3,4,-4,4,8,winner,loser,154,3,0,1,0.8712321,0.304196242
29/03/1974,29,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,4,0,Gulf Cup,Kuwait City,Kuwait,1974,4,3,4,-4,4,4,winner,loser,208,3,0,0,0.15457002,0.111875623
28/03/1972,28,Saudi Arabia,Saudi_Arabia,Bahrain,Bahrain,2,1,Gulf Cup,Riyadh,Saudi Arabia,1972,2,3,1,-1,1,3,winner,loser,159,3,0,0,0.5716924,0.835912018
06/04/1975,6,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,1,1,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,0,0,0,2,draw,draw,242,3,0,0,0.47765471,0.816390746
26/03/1972,26,Kuwait,Kuwait,Qatar,Qatar,5,0,Gulf Cup,Riyadh,Saudi Arabia,1972,2,3,5,-5,5,5,winner,loser,158,3,0,1,0.01869936,0.545335744
06/03/1974,6,Saudi Arabia,Saudi_Arabia,Morocco,Morocco,0,0,Friendly,Riyadh,Saudi Arabia,1974,4,3,0,0,0,0,draw,draw,195,3,0,0,0.07887164,0.180755583
05/06/1972,5,Tunisia,Tunisia,Algeria,Algeria,3,1,Friendly,Tunis,Tunisia,1972,2,6,2,-2,2,4,winner,loser,160,3,1,1,0.31109481,0.958423112
16/11/1972,16,Tunisia,Tunisia,Algeria,Algeria,1,2,Friendly,Tunis,Tunisia,1972,2,11,-1,1,1,3,loser,winner,161,3,1,1,0.67960505,0.937000752
08/12/1972,8,Egypt,Egypt,Tunisia,Tunisia,2,1,FIFA World Cup qualification,Cairo,Egypt,1972,2,12,1,-1,1,3,winner,loser,162,3,1,1,0.61528557,0.667428813
17/12/1972,17,Tunisia,Tunisia,Egypt,Egypt,2,0,FIFA World Cup qualification,Tunis,Tunisia,1972,2,12,2,-2,2,2,winner,loser,163,3,1,1,0.54346582,0.639328474
12/04/1973,12,Kuwait,Kuwait,Qatar,Qatar,9,0,Friendly,Kuwait City,Kuwait,1973,3,4,9,-9,9,9,winner,loser,164,3,0,1,0.71320554,0.766476565
17/04/1973,17,Kuwait,Kuwait,Qatar,Qatar,4,1,Friendly,Kuwait City,Kuwait,1973,3,4,3,-3,3,5,winner,loser,165,3,0,1,0.14776018,0.391772185
04/05/1973,4,Syria,Syria,Kuwait,Kuwait,2,1,FIFA World Cup qualification,Teheran,Iran,1973,3,5,1,-1,1,3,winner,loser,166,3,0,0,0.18300463,0.484905993
11/05/1973,11,Syria,Syria,Kuwait,Kuwait,2,0,FIFA World Cup qualification,Teheran,Iran,1973,3,5,2,-2,2,2,winner,loser,167,3,0,0,0.57105905,0.405265239
12/04/1975,12,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,2,1,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,1,-1,1,3,winner,loser,244,3,0,0,0.33208957,0.923026943
12/08/1973,12,Egypt,Egypt,Yemen,Yemen,6,1,Friendly,Tripoli,Libya,1973,3,8,5,-5,5,7,winner,loser,169,3,1,1,0.42774909,0.487856908
23/12/1975,23,Egypt,Egypt,Saudi Arabia,Saudi_Arabia,2,1,Friendly,Tunis,Tunisia,1975,5,12,1,-1,1,3,winner,loser,254,3,1,0,0.14346506,0.67037873
13/08/1973,13,Iraq,Iraq,Yemen,Yemen,2,0,Friendly,Benghazi,Libya,1973,3,8,2,-2,2,2,winner,loser,171,3,0,1,0.97952596,0.45841418
13/08/1973,13,Syria,Syria,Tunisia,Tunisia,1,4,Friendly,Tripoli,Libya,1973,3,8,-3,3,3,5,loser,winner,172,3,0,1,0.9861797,0.29838381
14/08/1973,14,Libya,Libya,Yemen,Yemen,10,0,Friendly,Benghazi,Libya,1973,3,8,10,-10,10,10,winner,loser,173,3,0,1,0.87361714,0.397934
15/08/1973,15,Algeria,Algeria,Iraq,Iraq,0,0,Friendly,Benghazi,Libya,1973,3,8,0,0,0,0,draw,draw,174,3,1,0,0.83066272,0.441545239
15/08/1973,15,Egypt,Egypt,Tunisia,Tunisia,0,1,Friendly,Tripoli,Libya,1973,3,8,-1,1,1,1,loser,winner,175,3,1,1,0.08703667,0.562733911
16/08/1973,16,Syria,Syria,Yemen,Yemen,7,1,Friendly,Tripoli,Libya,1973,3,8,6,-6,6,8,winner,loser,176,3,0,1,0.27395998,0.246979526
17/08/1973,17,Algeria,Algeria,Yemen,Yemen,15,1,Friendly,Benghazi,Libya,1973,3,8,14,-14,14,16,winner,loser,177,3,1,1,0.98618255,0.693045032
18/08/1973,18,Egypt,Egypt,Palestine,Palestine,2,0,Friendly,Tripoli,Libya,1973,3,8,2,-2,2,2,winner,loser,178,3,1,0,0.42925007,0.398064021
18/08/1973,18,Libya,Libya,Iraq,Iraq,0,0,Friendly,Benghazi,Libya,1973,3,8,0,0,0,0,draw,draw,179,3,0,0,0.66274721,0.082803724
19/08/1973,19,Tunisia,Tunisia,Yemen,Yemen,2,0,Friendly,Tripoli,Libya,1973,3,8,2,-2,2,2,winner,loser,180,3,1,1,0.96318142,0.377599298
20/08/1973,20,Egypt,Egypt,Syria,Syria,0,2,Friendly,Tripoli,Libya,1973,3,8,-2,2,2,2,loser,winner,181,3,1,0,0.26400659,0.650163583
26/03/1976,26,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,1,0,Gulf Cup,Doha,Qatar,1976,6,3,1,-1,1,1,winner,loser,266,3,1,0,0.67895087,0.552727704
21/08/1973,21,Libya,Libya,Algeria,Algeria,0,2,Friendly,Benghazi,Libya,1973,3,8,-2,2,2,2,loser,winner,183,3,0,1,0.46582573,0.083170268
21/08/1973,21,Palestine,Palestine,Tunisia,Tunisia,2,6,Friendly,Tripoli,Libya,1973,3,8,-4,4,4,8,loser,winner,184,3,0,1,0.78893273,0.735650257
23/08/1973,23,Algeria,Algeria,Syria,Syria,0,0,Friendly,Benghazi,Libya,1973,3,8,0,0,0,0,draw,draw,185,3,1,0,0.48440213,0.369789978
23/08/1973,23,Iraq,Iraq,Tunisia,Tunisia,0,2,Friendly,Tripoli,Libya,1973,3,8,-2,2,2,2,loser,winner,186,3,0,1,0.32236557,0.008113535
25/08/1973,25,Algeria,Algeria,Iraq,Iraq,0,0,Friendly,Tripoli,Libya,1973,3,8,0,0,0,0,draw,draw,187,3,1,0,0.27025153,0.018187962
26/08/1973,26,Syria,Syria,Tunisia,Tunisia,0,4,Friendly,Tripoli,Libya,1973,3,8,-4,4,4,4,loser,winner,188,3,0,1,0.12641693,0.62448262
31/10/1973,31,Algeria,Algeria,Morocco,Morocco,2,0,Friendly,Algiers,Algeria,1973,3,10,2,-2,2,2,winner,loser,189,3,1,0,0.48947483,0.366132237
22/02/1974,22,Iraq,Iraq,Morocco,Morocco,0,0,Friendly,Baghdad,Iraq,1974,4,2,0,0,0,0,draw,draw,190,3,0,0,0.4629455,0.774750526
24/02/1974,24,Iraq,Iraq,Morocco,Morocco,0,0,Friendly,Baghdad,Iraq,1974,4,2,0,0,0,0,draw,draw,191,3,0,0,0.06318522,0.39785181
25/02/1974,25,Kuwait,Kuwait,Morocco,Morocco,0,2,Friendly,Kuwait City,Kuwait,1974,4,2,-2,2,2,2,loser,winner,192,3,0,0,0.85397948,0.407914872
27/02/1974,27,Qatar,Qatar,Morocco,Morocco,0,1,Friendly,Doha,Qatar,1974,4,2,-1,1,1,1,loser,winner,193,3,1,0,0.18581186,0.276831763
01/03/1974,1,Bahrain,Bahrain,Morocco,Morocco,0,1,Friendly,Manama,Bahrain,1974,4,3,-1,1,1,1,loser,winner,194,3,0,0,0.65742299,0.299091764
01/04/1976,1,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,7,1,Gulf Cup,Doha,Qatar,1976,6,4,6,-6,6,8,winner,loser,274,3,0,0,0.31233177,0.640954098
04/04/1976,4,Oman,Oman,Saudi Arabia,Saudi_Arabia,1,3,Gulf Cup,Doha,Qatar,1976,6,4,-2,2,2,4,loser,winner,279,3,1,0,0.10091568,0.749331703
16/03/1974,16,Bahrain,Bahrain,Oman,Oman,4,0,Gulf Cup,Kuwait City,Kuwait,1974,4,3,4,-4,4,4,winner,loser,197,3,0,1,0.33814786,0.910170268
08/04/1976,8,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,2,1,Gulf Cup,Doha,Qatar,1976,6,4,1,-1,1,3,winner,loser,283,3,0,0,0.30732745,0.1727639
11/04/1976,11,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,3,1,Gulf Cup,Doha,Qatar,1976,6,4,2,-2,2,4,winner,loser,287,3,0,0,0.71924981,0.473824088
19/03/1974,19,Kuwait,Kuwait,Oman,Oman,5,0,Gulf Cup,Kuwait City,Kuwait,1974,4,3,5,-5,5,5,winner,loser,200,3,0,1,0.18430647,0.17492416
26/11/1976,26,Syria,Syria,Saudi Arabia,Saudi_Arabia,2,1,FIFA World Cup qualification,Damascus,Syria,1976,6,11,1,-1,1,3,winner,loser,302,3,0,0,0.03769535,0.652912011
22/03/1974,22,Oman,Oman,Qatar,Qatar,0,4,Gulf Cup,Kuwait City,Kuwait,1974,4,3,-4,4,4,4,loser,winner,202,3,1,1,0.81695718,0.763863552
04/04/1975,4,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,2,1,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,1,-1,1,3,winner,loser,240,3,0,1,0.9746964,0.426539618
24/03/1974,24,Kuwait,Kuwait,Qatar,Qatar,1,0,Gulf Cup,Kuwait City,Kuwait,1974,4,3,1,-1,1,1,winner,loser,204,3,0,1,0.64810299,0.974447297
06/04/1979,6,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,0,0,Gulf Cup,Baghdad,Iraq,1979,9,4,0,0,0,0,draw,draw,347,3,0,0,0.46306569,0.11443272
08/04/1979,8,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,2,0,Gulf Cup,Baghdad,Iraq,1979,9,4,2,-2,2,2,winner,loser,349,3,0,0,0.53436153,0.712351896
04/10/1980,4,Libya,Libya,Saudi Arabia,Saudi_Arabia,2,0,Friendly,Izmir,Turkey,1980,0,10,2,-2,2,2,winner,loser,361,4,0,0,0.15705325,0.649668971
07/12/1981,7,Kuwait,Kuwait,Saudi Arabia,Saudi_Arabia,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,1981,1,12,2,-2,2,2,winner,loser,390,4,0,0,0.35991135,0.57402938
07/04/1974,7,Morocco,Morocco,Algeria,Algeria,2,0,Friendly,Casablanca,Morocco,1974,4,4,2,-2,2,2,winner,loser,209,3,0,1,0.24988828,0.833118864
02/05/1974,2,Yemen,Yemen,Iraq,Iraq,2,0,Friendly,Aden,Yemen DPR,1974,4,5,2,-2,2,2,winner,loser,210,3,1,0,0.737655,0.332287138
02/06/1974,2,Tunisia,Tunisia,Iraq,Iraq,2,1,Friendly,Tunis,Tunisia,1974,4,6,1,-1,1,3,winner,loser,211,3,1,0,0.63702509,0.926460924
07/06/1974,7,Libya,Libya,Iraq,Iraq,1,0,Friendly,Tripoli,Libya,1974,4,6,1,-1,1,1,winner,loser,212,3,0,0,0.21635569,0.311892719
14/08/1974,14,Iraq,Iraq,Bahrain,Bahrain,4,0,Friendly,Baghdad,Iraq,1974,4,8,4,-4,4,4,winner,loser,213,3,0,0,0.44277853,0.122159421
10/09/1974,10,Libya,Libya,Somalia,Somalia,3,2,Friendly,Tripoli,Libya,1974,4,9,1,-1,1,5,winner,loser,214,3,0,1,0.80627847,0.247564696
13/09/1974,13,Libya,Libya,Somalia,Somalia,3,2,Friendly,Tripoli,Libya,1974,4,9,1,-1,1,5,winner,loser,215,3,0,1,0.00040179,0.395829334
26/09/1974,26,Syria,Syria,Palestine,Palestine,2,0,Friendly,Damascus,Syria,1974,4,9,2,-2,2,2,winner,loser,216,3,0,0,0.40839862,0.229058086
27/09/1974,27,Algeria,Algeria,Lebanon,Lebanon,4,1,Friendly,Damascus,Syria,1974,4,9,3,-3,3,5,winner,loser,217,3,1,1,0.12466858,0.358384219
28/09/1974,28,Yemen,Yemen,Sudan,Sudan,0,6,Friendly,Damascus,Syria,1974,4,9,-6,6,6,6,loser,winner,218,3,1,1,0.87026867,0.873854873
29/09/1974,29,Algeria,Algeria,Jordan,Jordan,6,0,Friendly,Damascus,Syria,1974,4,9,6,-6,6,6,winner,loser,219,3,1,1,0.04022751,0.310808146
30/09/1974,30,Libya,Libya,Yemen,Yemen,9,1,Friendly,Damascus,Syria,1974,4,9,8,-8,8,10,winner,loser,220,3,0,1,0.73572225,0.93299171
30/09/1974,30,Palestine,Palestine,Sudan,Sudan,1,3,Friendly,Damascus,Syria,1974,4,9,-2,2,2,4,loser,winner,221,3,0,1,0.53994846,0.738617426
01/10/1974,1,Morocco,Morocco,Tunisia,Tunisia,3,1,Friendly,Damascus,Syria,1974,4,10,2,-2,2,4,winner,loser,222,3,0,1,0.26907125,0.201781697
02/10/1974,2,Libya,Libya,Palestine,Palestine,0,0,Friendly,Damascus,Syria,1974,4,10,0,0,0,0,draw,draw,223,3,0,0,0.41616125,0.150373369
03/10/1974,3,Algeria,Algeria,Tunisia,Tunisia,0,1,Friendly,Damascus,Syria,1974,4,10,-1,1,1,1,loser,winner,224,3,1,1,0.03387491,0.568532555
04/10/1974,4,Libya,Libya,Sudan,Sudan,1,3,Friendly,Damascus,Syria,1974,4,10,-2,2,2,4,loser,winner,225,3,0,1,0.9081964,0.269055323
04/10/1974,4,Syria,Syria,Yemen,Yemen,6,0,Friendly,Damascus,Syria,1974,4,10,6,-6,6,6,winner,loser,226,3,0,1,0.86056228,0.106075139
06/10/1974,6,Palestine,Palestine,Yemen,Yemen,7,1,Friendly,Damascus,Syria,1974,4,10,6,-6,6,8,winner,loser,227,3,0,1,0.58745925,0.250455183
07/10/1974,7,Morocco,Morocco,Sudan,Sudan,2,0,Friendly,Damascus,Syria,1974,4,10,2,-2,2,2,winner,loser,228,3,0,1,0.71556156,0.014274498
09/10/1974,9,Sudan,Sudan,Tunisia,Tunisia,1,3,Friendly,Damascus,Syria,1974,4,10,-2,2,2,4,loser,winner,229,3,1,1,0.87724406,0.345773142
09/10/1974,9,Syria,Syria,Morocco,Morocco,1,1,Friendly,Damascus,Syria,1974,4,10,0,0,0,2,draw,draw,230,3,0,0,0.33042327,0.872460922
31/10/1974,31,Algeria,Algeria,Morocco,Morocco,0,0,Friendly,Algiers,Algeria,1974,4,10,0,0,0,0,draw,draw,231,3,1,0,0.77401147,0.866579742
10/11/1974,10,Tunisia,Tunisia,Libya,Libya,1,0,African Cup of Nations qualification,Tunis,Tunisia,1974,4,11,1,-1,1,1,winner,loser,232,3,1,0,0.95944728,0.098052154
22/11/1974,22,Libya,Libya,Tunisia,Tunisia,1,0,African Cup of Nations qualification,Tripoli,Libya,1974,4,11,1,-1,1,1,winner,loser,233,3,0,1,0.13272788,0.715792602
29/12/1974,29,Kuwait,Kuwait,Tunisia,Tunisia,2,0,Friendly,Kuwait City,Kuwait,1974,4,12,2,-2,2,2,winner,loser,234,3,0,1,0.18984405,0.255645595
01/01/1975,1,Iraq,Iraq,Tunisia,Tunisia,0,0,Friendly,Baghdad,Iraq,1975,5,1,0,0,0,0,draw,draw,235,3,0,1,0.4614075,0.838155051
09/01/1975,9,Iraq,Iraq,Libya,Libya,3,1,Friendly,Baghdad,Iraq,1975,5,1,2,-2,2,4,winner,loser,236,3,0,0,0.14715179,0.587262763
14/01/1975,14,Kuwait,Kuwait,Libya,Libya,1,0,Friendly,Kuwait City,Kuwait,1975,5,1,1,-1,1,1,winner,loser,237,3,0,0,0.69203706,0.739195543
02/03/1975,2,Morocco,Morocco,Tunisia,Tunisia,0,0,Friendly,Casablanca,Morocco,1975,5,3,0,0,0,0,draw,draw,238,3,0,1,0.44550088,0.507599387
02/04/1975,2,Iraq,Iraq,Qatar,Qatar,1,0,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,1,-1,1,1,winner,loser,239,3,0,1,0.39562356,0.647790514
14/04/1975,14,Saudi Arabia,Saudi_Arabia,Qatar,Qatar,0,1,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,-1,1,1,1,loser,winner,245,3,0,1,0.70402444,0.674329368
06/04/1975,6,Algeria,Algeria,Tunisia,Tunisia,1,2,African Cup of Nations qualification,Oran,Algeria,1975,5,4,-1,1,1,3,loser,winner,241,3,1,1,0.8930215,0.878655534
02/04/1982,2,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,2,2,Gulf Cup,Abu Dhabi,United Arab Emirates,1982,2,4,0,0,0,4,draw,draw,407,4,0,0,0.27735935,0.74435922
10/04/1975,10,Iraq,Iraq,Qatar,Qatar,3,0,AFC Asian Cup qualification,Baghdad,Iraq,1975,5,4,3,-3,3,3,winner,loser,243,3,0,1,0.43372227,0.753809383
15/03/1984,15,Oman,Oman,Saudi Arabia,Saudi_Arabia,1,3,Gulf Cup,Muscat,Oman,1984,4,3,-2,2,2,4,loser,winner,428,4,1,0,0.39386515,0.874394688
21/12/1975,21,Saudi Arabia,Saudi_Arabia,Yemen,Yemen,0,1,Friendly,Tunis,Tunisia,1975,5,12,-1,1,1,1,loser,winner,253,3,0,1,0.57651868,0.40047892
06/07/1975,6,Tunisia,Tunisia,Sudan,Sudan,3,2,African Cup of Nations qualification,Tunis,Tunisia,1975,5,7,1,-1,1,5,winner,loser,246,3,1,1,0.39746166,0.832512049
19/12/1975,19,Egypt,Egypt,Yemen,Yemen,5,0,Friendly,Tunis,Tunisia,1975,5,12,5,-5,5,5,winner,loser,247,3,1,1,0.94176652,0.695804793
19/12/1975,19,Palestine,Palestine,Sudan,Sudan,0,0,Friendly,Tunis,Tunisia,1975,5,12,0,0,0,0,draw,draw,248,3,0,1,0.8857281,0.472933072
17/03/1984,17,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,4,0,Gulf Cup,Muscat,Oman,1984,4,3,4,-4,4,4,winner,loser,431,4,0,0,0.27030503,0.83274309
26/03/1984,26,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,0,2,Gulf Cup,Muscat,Oman,1984,4,3,-2,2,2,2,loser,winner,442,4,0,0,0.47158236,0.199365418
21/12/1975,21,Libya,Libya,Syria,Syria,2,3,Friendly,Tunis,Tunisia,1975,5,12,-1,1,1,5,loser,winner,251,3,0,0,0.28926531,0.862790962
21/12/1975,21,Palestine,Palestine,Sudan,Sudan,0,1,Friendly,Tunis,Tunisia,1975,5,12,-1,1,1,1,loser,winner,252,3,0,1,0.53747797,0.230820268
09/01/1976,9,Saudi Arabia,Saudi_Arabia,Algeria,Algeria,1,3,Friendly,Riyadh,Saudi Arabia,1976,6,1,-2,2,2,4,loser,winner,262,3,0,1,0.31661462,0.886439559
04/12/1984,4,Syria,Syria,Saudi Arabia,Saudi_Arabia,0,1,AFC Asian Cup,Kallang,Singapore,1984,4,12,-1,1,1,1,loser,winner,451,4,0,0,0.67928485,0.325485143
23/12/1975,23,Libya,Libya,Syria,Syria,1,0,Friendly,Tunis,Tunisia,1975,5,12,1,-1,1,1,winner,loser,255,3,0,0,0.24933217,0.723824259
23/12/1975,23,Tunisia,Tunisia,Iraq,Iraq,1,1,Friendly,Tunis,Tunisia,1975,5,12,0,0,0,2,draw,draw,256,3,1,0,0.22278039,0.329143134
26/12/1975,26,Egypt,Egypt,Sudan,Sudan,3,1,Friendly,Tunis,Tunisia,1975,5,12,2,-2,2,4,winner,loser,257,3,1,1,0.15650779,0.020952218
26/12/1975,26,Iraq,Iraq,Syria,Syria,4,0,Friendly,Tunis,Tunisia,1975,5,12,4,-4,4,4,winner,loser,258,3,0,0,0.94913952,0.746068059
28/12/1975,28,Egypt,Egypt,Iraq,Iraq,1,0,Friendly,Tunis,Tunisia,1975,5,12,1,-1,1,1,winner,loser,259,3,1,0,0.71818764,0.871738874
28/12/1975,28,Sudan,Sudan,Syria,Syria,1,0,Friendly,Tunis,Tunisia,1975,5,12,1,-1,1,1,winner,loser,260,3,1,0,0.19950291,0.101516448
01/01/1976,1,Libya,Libya,Sudan,Sudan,1,0,Friendly,Tripoli,Libya,1976,6,1,1,-1,1,1,winner,loser,261,3,0,1,0.95702159,0.641537746
20/02/1976,20,Saudi Arabia,Saudi_Arabia,Morocco,Morocco,0,2,Friendly,Riyadh,Saudi Arabia,1976,6,2,-2,2,2,2,loser,winner,263,3,0,0,0.02554259,0.330001658
08/12/1984,8,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,1,1,AFC Asian Cup,Kallang,Singapore,1984,4,12,0,0,0,2,draw,draw,452,4,1,0,0.27616015,0.919846289
01/03/1976,1,Morocco,Morocco,Sudan,Sudan,2,2,African Cup of Nations,Dire Dawa,Ethiopia,1976,6,3,0,0,0,4,draw,draw,264,3,0,1,0.56334018,0.466917422
09/03/1976,9,Egypt,Egypt,Morocco,Morocco,1,2,African Cup of Nations,Addis Abeba,Ethiopia,1976,6,3,-1,1,1,3,loser,winner,265,3,1,0,0.33070113,0.412878396
28/07/1985,28,Tunisia,Tunisia,Saudi Arabia,Saudi_Arabia,1,0,Friendly,Tunis,Tunisia,1985,5,7,1,-1,1,1,winner,loser,499,4,1,0,0.43598761,0.194766896
25/03/1986,25,Bahrain,Bahrain,Saudi Arabia,Saudi_Arabia,2,1,Gulf Cup,Riffa,Bahrain,1986,6,3,1,-1,1,3,winner,loser,520,4,0,0,0.16741146,0.437562769
27/03/1976,27,Iraq,Iraq,Oman,Oman,4,0,Gulf Cup,Doha,Qatar,1976,6,3,4,-4,4,4,winner,loser,268,3,0,1,0.78423728,0.942539221
28/03/1976,28,Qatar,Qatar,Kuwait,Kuwait,0,4,Gulf Cup,Doha,Qatar,1976,6,3,-4,4,4,4,loser,winner,269,3,1,0,0.77674978,0.702651266
29/03/1976,29,Bahrain,Bahrain,Iraq,Iraq,1,4,Gulf Cup,Doha,Qatar,1976,6,3,-3,3,3,5,loser,winner,270,3,0,0,0.85504411,0.117953353
05/09/1976,5,Saudi Arabia,Saudi_Arabia,Iraq,Iraq,0,0,Friendly,Riyadh,Saudi Arabia,1976,6,9,0,0,0,0,draw,draw,292,3,0,0,0.3235765,0.343050684
31/03/1976,31,Kuwait,Kuwait,Oman,Oman,8,0,Gulf Cup,Doha,Qatar,1976,6,3,8,-8,8,8,winner,loser,272,3,0,1,0.7168875,0.685635318
01/04/1976,1,Algeria,Algeria,Libya,Libya,1,0,FIFA World Cup qualification,Algiers,Algeria,1976,6,4,1,-1,1,1,winner,loser,273,3,1,0,0.3780642,0.856099355
30/03/1986,30,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,1,2,Gulf Cup,Riffa,Bahrain,1986,6,3,-1,1,1,3,loser,winner,526,4,0,0,0.05807063,0.898332169
05/04/1986,5,Qatar,Qatar,Saudi Arabia,Saudi_Arabia,0,2,Gulf Cup,Riffa,Bahrain,1986,6,4,-2,2,2,2,loser,winner,533,4,1,0,0.72144044,0.940882694
02/04/1976,2,Bahrain,Bahrain,Oman,Oman,1,0,Gulf Cup,Doha,Qatar,1976,6,4,1,-1,1,1,winner,loser,276,3,0,1,0.60678225,0.78954957
09/07/1988,9,Egypt,Egypt,Saudi Arabia,Saudi_Arabia,0,0,UAFA Cup,Amman,Jordan,1988,8,7,0,0,0,0,draw,draw,586,4,1,0,0.19522879,0.627597678
03/04/1976,3,Qatar,Qatar,Iraq,Iraq,0,0,Gulf Cup,Doha,Qatar,1976,6,4,0,0,0,0,draw,draw,278,3,1,0,0.13598935,0.596094515
13/07/1988,13,Lebanon,Lebanon,Saudi Arabia,Saudi_Arabia,1,0,UAFA Cup,Amman,Jordan,1988,8,7,1,-1,1,1,winner,loser,595,4,1,0,0.41900704,0.399052424
06/04/1976,6,Bahrain,Bahrain,Kuwait,Kuwait,2,5,Gulf Cup,Doha,Qatar,1976,6,4,-3,3,3,7,loser,winner,280,3,0,0,0.2217877,0.212317753
15/07/1988,15,Iraq,Iraq,Saudi Arabia,Saudi_Arabia,2,0,UAFA Cup,Amman,Jordan,1988,8,7,2,-2,2,2,winner,loser,599,4,0,0,0.3318525,0.07274955
07/04/1976,7,Qatar,Qatar,Oman,Oman,4,1,Gulf Cup,Doha,Qatar,1976,6,4,3,-3,3,5,winner,loser,282,3,1,1,0.72271659,0.882307149
02/12/1988,2,Syria,Syria,Saudi Arabia,Saudi_Arabia,0,2,AFC Asian Cup,Doha,Qatar,1988,8,12,-2,2,2,2,loser,winner,614,4,0,0,0.50297475,0.573305117
08/04/1976,8,Iraq,Iraq,Kuwait,Kuwait,2,2,Gulf Cup,Doha,Qatar,1976,6,4,0,0,0,4,draw,draw,284,3,0,0,0.56859157,0.322505831
20/03/1989,20,Yemen,Yemen,Saudi Arabia,Saudi_Arabia,0,1,FIFA World Cup qualification,Sana'a,Yemen AR,1989,9,3,-1,1,1,1,loser,winner,640,4,1,0,0.54475395,0.950179422
10/04/1976,10,Qatar,Qatar,Bahrain,Bahrain,3,0,Gulf Cup,Doha,Qatar,1976,6,4,3,-3,3,3,winner,loser,286,3,1,0,0.5276466,0.308941521
30/03/1989,30,Syria,Syria,Saudi Arabia,Saudi_Arabia,0,0,FIFA World Cup qualification,Latakia,Syria,1989,9,3,0,0,0,0,draw,draw,643,4,0,0,0.41141256,0.739361686
15/04/1976,15,Iraq,Iraq,Kuwait,Kuwait,2,4,Gulf Cup,Doha,Qatar,1976,6,4,-2,2,2,6,loser,winner,288,3,0,0,0.72395186,0.479761735
16/04/1976,16,Libya,Libya,Algeria,Algeria,0,0,FIFA World Cup qualification,Tripoli,Libya,1976,6,4,0,0,0,0,draw,draw,289,3,0,1,0.01114058,0.897228727
06/06/1976,6,Iraq,Iraq,Yemen,Yemen,1,0,AFC Asian Cup,Teheran,Iran,1976,6,6,1,-1,1,1,winner,loser,290,3,0,1,0.66811576,0.000615917
10/06/1976,10,Iraq,Iraq,Kuwait,Kuwait,2,3,AFC Asian Cup,Teheran,Iran,1976,6,6,-1,1,1,5,loser,winner,291,3,0,0,0.00272679,0.948155597
12/09/1976,12,Saudi Arabia,Saudi_Arabia,Morocco,Morocco,0,2,Friendly,Riyadh,Saudi Arabia,1976,6,9,-2,2,2,2,loser,winner,295,3,0,0,0.82287349,0.532369664
